,postId,adjusted_job_title_similarity,adjusted_job_industry_similarity,adjusted_company_size,adjusted_job_sector,adjusted_company_culture,adjusted_work_model,adjusted_salary_expectation,adjusted_role_type,descriptions_similarity_to_resume_norm,adjusted_distance_score,pay_average_norm
140,79361249,0.8775299,0.3721153,-1.5,1,0.29771852,1,0.13265675,0.6666666666666667,0.5682566,0.5264213239339337,0.4475606844539122
141,79365422,0.7681298,0.3721153,-1.5,1,0.5057377,1,0.37881774,0.6666666666666667,0.67390484,0.5264213239339337,0.4475606844539122
142,79378422,0.14213035,0.3721153,-1.5,1,0.6834696,1,0.44736367,0.6666666666666667,0.4342376,0.5264213239339337,0.4475606844539122
143,79379302,0.36020115,0.3721153,-1.5,1,0.29929036,0,0.5054549,0.6666666666666667,0.48755026,0.5264213239339337,0.4475606844539122
144,79380553,0.22865686,0.3721153,-1.5,1,0.8129903,0,0.3306694,0.6666666666666667,0.49665898,0.5264213239339337,0.4475606844539122
145,79391193,0.6484312,0.3721153,-1.5,1,0.6742466,1,0.18092644,0.6666666666666667,0.46125025,0.5264213239339337,0.4475606844539122
146,79407043,0.8775299,0.3721153,-1.5,1,0.8140953,0,0.5605291,0.6666666666666667,0.79854137,0.5264213239339337,0.4475606844539122
147,79409878,0.7075455,0.3721153,-1.5,1,0.3946509,1,0.11082277,0.6666666666666667,0.5558057,0.5264213239339337,0.8973961371384681
148,79410482,0.5392858,0.3721153,-1.5,1,0.5757,1,0.2428861,0.6666666666666667,0.7984671,0.5264213239339337,0.4475606844539122
149,79415313,0.8775299,0.3721153,-1.5,1,0.33656996,0,0.1482795,0.6666666666666667,0.5177091,0.8001105306578871,0.4566182288449373
150,79418629,0.6677292,0.3721153,-1.5,1,0.64711237,1,0.32226336,0.6666666666666667,0.56049955,0.5264213239339337,0.4475606844539122
151,79425116,0.36062652,0.3721153,-1.5,1,0.5643018,0,0.4317522,0.6666666666666667,0.21024609,0.788750154525968,0.4475606844539122
152,79435190,0.49792525,0.3721153,-1.5,1,0.47327936,1,0.27206385,0.6666666666666667,0.8899606,0.5264213239339337,0.4475606844539122
153,79436834,0.80685604,0.3721153,-1.5,1,0.22466783,1,0.22193758,0.6666666666666667,0.90789396,0.5264213239339337,0.4475606844539122
154,79443474,0.4944569,0.3721153,-1.5,1,0.49246463,1,0.13163824,0.6666666666666667,0.9345395,0.5264213239339337,0.4475606844539122
155,79446907,0.65752304,0.3721153,-1.5,1,0.38065156,1,0.2458288,0.6666666666666667,0.7345422,0.026591367122755543,0.4475606844539122
156,79447122,0.48748505,0.3721153,-1.5,1,0.8625131,0,0.18038754,0.6666666666666667,0.4962361,0.39083420171426086,0.4475606844539122
157,79451953,0.7681298,0.3721153,-1.5,1,0.53917867,1,0.1908168,0.6666666666666667,0.7654192,0.5264213239339337,0.4475606844539122
158,79452053,0.55610055,0.3721153,-1.5,1,0.71397865,1,0.40613002,0.6666666666666667,0.64530385,0.5264213239339337,0.4475606844539122
159,79452389,0.8775299,0.3721153,-1.5,1,0.5281949,1,0.1877292,0.6666666666666667,0.7618647,0.5264213239339337,0.6473673902669419
160,79453791,0.27920213,0.36363506,-1.5,1,0.24682584,0,0.54159915,0.6666666666666667,0.5883427,0.5264213239339337,0.4475606844539122
161,79464410,0.80685604,0.3721153,-1.5,1,0.47521573,1,0.31385732,0.6666666666666667,0.92820686,0.5264213239339337,0.6111372127028416
162,79473386,0.37738824,0.3721153,-1.5,1,0.3705215,1,0.45317742,0.6666666666666667,0.70551986,0.5264213239339337,0.9939863325740319
163,79474021,0.8775299,0.3721153,-1.5,1,0.42012805,1,0.22611712,0.6666666666666667,0.6313838,0.5264213239339337,0.4475606844539122
164,79476763,0.6653081,0.3721153,-1.5,1,0.30303982,1,0.27706072,0.6666666666666667,0.9165917,0.5264213239339337,0.4475606844539122
165,79479896,0.5982714,0.3721153,-1.5,1,0.3927597,0,0.46728384,0.6666666666666667,0.483796,0.5264213239339337,0.4475606844539122
166,79481244,0.51515746,0.3721153,-1.5,1,0.9667659,1,0.3427385,0.6666666666666667,0.33456683,0.5264213239339337,0.4475606844539122
167,79483985,0.5892475,0.3721153,-1.5,1,0.3601311,1,0.30178493,0.6666666666666667,0.4991812,0.5264213239339337,0.4475606844539122
168,79485868,0.7681298,0.3721153,-1.5,1,0.6883886,1,0.27217463,0.6666666666666667,0.48318803,0.5264213239339337,0.4475606844539122
169,79487627,0.7547664,0.3721153,-1.5,1,0.4406221,1,0.68143797,0.6666666666666667,0.5329766,0.5264213239339337,0.4475606844539122
170,79498179,0.80685604,0.3721153,-1.5,1,0.3684728,0,0.33257097,0.6666666666666667,0.8357037,0.5264213239339337,0.4475606844539122
171,79500810,0.5158162,0.3721153,-1.5,1,0.3146239,1,0.2502028,0.6666666666666667,0.5242346,0.5264213239339337,0.4475606844539122
172,79504754,0.7141433,0.3721153,-1.5,1,0.68123233,0,0.23017238,0.6666666666666667,0.63888264,0.7223809533719951,0.4475606844539122
173,79506490,0.5656837,0.3721153,-1.5,1,0.33752307,1,0.29381642,0.6666666666666667,0.5309506,0.5264213239339337,0.4475606844539122
174,79509679,0.4262685,0.3721153,-1.5,1,0.6215621,0,0.53981775,0.6666666666666667,0.6961896,0.13073092424096813,0.9581909171407008
175,79510133,0.7650516,0.3721153,-1.5,1,0.35294396,1,0.19695623,0.6666666666666667,0.6036041,0.5264213239339337,0.4475606844539122
176,79512344,0.5694632,0.3721153,-1.5,1,0.5747375,1,0.21816587,0.6666666666666667,0.4177032,0.5264213239339337,0.4475606844539122
177,79527242,0.44087917,0.3721153,-1.5,1,0.49093512,0,0.5899567,0.6666666666666667,0.5068165,0.5264213239339337,0.4475606844539122
178,79531928,0.76640826,0.3721153,-1.5,1,0.4023889,0,0.39133224,0.6666666666666667,0.71537477,0.5264213239339337,0.4475606844539122
179,79535254,0.48157728,0.3721153,-1.5,1,0.54955816,1,0.50633776,0.6666666666666667,0.6586103,0.5264213239339337,0.4475606844539122
180,79540655,0.24878405,0.3721153,-1.5,1,0.5362202,1,0.5730763,0.6666666666666667,0.5254387,0.5264213239339337,0.7338196088895387
181,79546317,0.8775299,0.3721153,-1.5,1,0.46239442,0,0.26773167,0.6666666666666667,0.65912443,0.44544597472433567,0.4475606844539122
182,79559077,0.44992542,0.3601424,-1.5,1,0.70276624,0,0.56999254,0.6666666666666667,0.43739486,0.5264213239339337,0.4475606844539122
183,79559787,0.8775299,0.3721153,-1.5,1,0.2923203,1,0.34416404,0.6666666666666667,0.7290184,0.5264213239339337,0.4475606844539122
184,79571443,0.68931514,0.3721153,-1.5,1,0.7996401,1,0.31986025,0.6666666666666667,0.6352537,0.5264213239339337,0.4475606844539122
185,79576593,0.5276469,0.3721153,-1.5,1,0.5977873,0,0.5687017,0.6666666666666667,0.42880732,0.5264213239339337,0.4475606844539122
186,79579759,0.7681298,0.3721153,-1.5,1,0.63296,1,0.61204684,0.6666666666666667,0.13324913,0.8001105306578871,0.4475606844539122
187,79585556,0.7470288,0.3721153,-1.5,1,0.23626009,1,0.12784117,0.6666666666666667,0.82196635,0.5264213239339337,0.4475606844539122
188,79587293,0.4989972,0.3721153,-1.5,1,0.4698259,0,0.1820497,0.6666666666666667,0.7229317,0.5264213239339337,0.4475606844539122
189,79594981,0.8775299,0.3721153,-1.5,1,0.4937712,1,0.20204292,0.6666666666666667,0.7675304,0.5264213239339337,0.6111372127028416
190,79595756,0.8775299,0.3721153,-1.5,1,0.3140917,1,0.13024539,0.6666666666666667,0.99999994,0.5264213239339337,0.5655791261424772
191,79596789,0.6648171,0.3721153,-1.5,1,0.30727634,0,0.24770889,0.6666666666666667,0.60284644,0.5264213239339337,0.4475606844539122
192,79609092,0.51400924,0.3721153,-1.5,1,0.4895456,1,0.3051122,0.6666666666666667,0.5513366,0.5264213239339337,0.4475606844539122
193,79609270,0.5653413,0.3721153,-1.5,1,0.9115164,0,0.4290367,0.6666666666666667,0.28128707,0.905837298401351,0.4475606844539122
194,79613512,0.14213035,0.3721153,-1.5,1,0.47740313,1,0.3353906,0.6666666666666667,0.5133328,0.5264213239339337,0.4475606844539122
195,79617286,0.71367884,0.3721153,-1.5,1,0.47518843,1,0.38043186,0.6666666666666667,0.75708,0.5264213239339337,0.4475606844539122
196,79625520,0.46541178,0.3721153,-1.5,1,0.4382468,1,0.1480321,0.6666666666666667,0.7112954,0.5264213239339337,0.4475606844539122
197,79626476,0.54260063,0.3721153,-1.5,1,0.14904083,1,0.2740445,0.6666666666666667,0.39400715,0.5264213239339337,0.4475606844539122
198,79633383,0.39762002,0.3721153,-1.5,1,0.33593836,1,0.34176072,0.6666666666666667,0.5607002,0.5264213239339337,0.4475606844539122
199,79640564,0.7681298,0.3721153,-1.5,1,0.28017396,1,0.06760269,0.6666666666666667,0.6363287,0.5264213239339337,0.4475606844539122
200,79022651,0.7450762,0.3721153,-1.5,1,0.50776017,1,0.33740863,0.6666666666666667,0.6043949,0.5264213239339337,0.3520509214402904
201,79038304,0.548308,0.3721153,-1.5,1,0.4678053,0,0.479724,0.6666666666666667,0.8603198,0.5264213239339337,0.4475606844539122
202,79039715,0.674647,0.3721153,-1.5,1,0.5805419,0,0.33434024,0.6666666666666667,0.34676862,0.13073092424096813,0.4475606844539122
